Quality	#1 ID	#2 ID	#1 String	#2 String
0	2294	229400003	is the owner of the owns	occupation
1	487	48700001	an with hub airports as and	hub airport
1	2109	210900001	has been the presenter of things	presenter
0	2180	218000006	To political party do the politicians graduated from belong to	old names
0	2409	240900002	are the key people of	type
0	710	71000005	gave the voice to the sculpted by	author
1	1555	155500001	Was a pole driver in the GP	pole driver
0	1494	149400004	countries share a similar sociocultural ethnic heritage of that of	religion
0	3419	341900003	are some employees of Uni of santa cruz	usnwr nu
0	3058	305800004	games are played at universities affiliated with the	academic affiliation
1	1560	156000002	religion's people have died in	death place
0	3046	304600005	politicians live in	recorded in
0	3241	324100005	currency is used by the record label of	name
0	1989	198900003	contries surround the seas on the banks of is the city of	aug high c
0	3522	352200005	Is released with a license	developer
0	2115	211500002	Was the first one to ascend one of the peaks in the	influenced
0	3719	371900006	television shows theme music composer is created by	label
0	2160	216000004	s have been produced by	name
0	1945	194500003	is the state of origin of	birth date
1	1173	117300002	founded in manufactures	products
0	1209	120900004	sports are played typically in s	status
0	2884	288400006	married	height
0	2149	214900003	's has music by	opening theme
0	362	36200004	draft team of is the prospect team of	short description
0	1243	124300007	List the notable works of the writer of	creator
0	2644	264400003	In country is del toro a capital of some region	nov high c
0	410	41000006	In different s have ehtics philosophers died	mw
0	2046	204600004	sport amongst the one practices did play for	oversight
0	1258	125800005	awards are won by the screenwriter of	starring
0	639	63900004	the awards given to the recepients of the	company type
0	1112	111200003	is the place of birth of the and	short description
0	2826	282600002	s began in	governing body
1	1707	170700001	are the source of the s one of the source is	source
0	634	63400007	all have been a president of institutes in	unit pref
0	2331	233100003	s start from the	subdivision type
0	450	45000006	the products's predecessor is	developed from
1	1318	131800002	awards are presented by the committee located in	headquarters
0	398	39800006	the has been developed by	name
0	201	20100006	can be found in country	image size
0	1163	116300007	publishes genre of	founded by
0	1606	160600006	is the tributary is	tributary left
1	1949	194900001	owns the works	institution
0	1764	176400005	s live in new south wales	birth place
0	2931	293100003	is the mascot of	city
0	1684	168400005	high school of the was the palce hwer was recorded	height ft
0	34	3400005	editor is married to	waist
0	1282	128200006	In fields are both levi experts	notable students
0	1168	116800006	are the houses of	leader6 type
0	2784	278400006	Through labels has released singles	birth name
0	353	35300005	is	location
0	3988	398800004	is the father of is a	children
0	906	90600006	is the associated bof the is the producer of	recorded in
0	739	73900007	city do both come from	death place
0	1269	126900002	won a	award
1	1103	110300001	Under president did the predecessor of work	successor
0	3189	318900002	Tv led to	last aired
0	1424	142400003	Does the start in	pop
0	1796	179600003	sport activities are available at	mottoeng
1	1123	112300002	is manufactured by a company headed by	key people
0	2865	286500007	For s are there musicians home town is in	east
0	1752	175200002	is known for are and	combatant
0	220	22000003	is the affiliation of tani University	established
0	3542	354200004	is venerated in and	school
0	2484	248400006	is the origin of things	region
0	2962	296200003	kings queens have died in the	population total
1	3148	314800001	cars are the predecessor of cars to the	related mean of transportation
0	3461	346100005	is the developer of	license
0	484	48400007	s have players in them currently	conf titles
0	500	50000003	In city are s by found	birth date
0	3493	349300005	is considered to be the deciding person it comes to s from the family	phylum
0	3280	328000006	For teams have the league players of previously played	country
0	1462	146200003	the parent company of	hubs
0	944	94400006	all play for the football team	confederation
0	686	68600006	Is a bmember of	producer
0	3818	381800003	ingedients are required to make the	country
1	3202	320200001	is a work of	previous work
0	2050	205000004	is the name of the company is theme music composer is	division
0	3281	328100006	is the with previous members and	birth year
0	2540	254000003	Did study in	caption
0	109	10900004	List the name of the chairman is	order in office
1	820	82000002	's president studied in the	president
0	982	98200006	's taxonomic class is	name
0	3808	380800004	prospect team of is the draft team of	birth date
0	1826	182600002	is the head coach of season	highest attendance
0	3950	395000002	is the location town of	status
0	2109	210900005	has been the presenter of things	director
1	1803	180300001	is the state of is the state of	state
0	890	89000004	In sects was the aristocrat venerated parent is Thelred the Unready	successor
0	2076	207600004	the parent is	author
1	3437	343700001	few TV aired by	network
0	2361	236100006	does the river end in	leader name
0	3284	328400005	parent company of the is the alma mater of the	term start
0	1397	139700002	debuted their career with common team	artist
1	250	25000002	In state can I find styled s	state
1	962	96200002	is the products of the series of the	series
0	2428	242800006	was taught by	name
0	1401	140100002	From country is 's nationality	pastteamsnote
0	249	24900007	is the place of birth of the stars of	name
0	3224	322400002	Is the main interests of	by
0	634	63400004	all have been a president of institutes in	latd
0	2058	205800006	Is a book about	genre
0	2725	272500002	is the name of the has relations with and	position
0	3045	304500007	the borough of the is the route end of the	operated by
0	1189	118900007	In cities can i find drinks similar to the	fate
0	2916	291600004	the was married to has resting palce as	term start
0	613	61300005	are the s directed by	birth name
0	1875	187500006	is the Ceremonial County of	region
0	3745	374500005	List the s by the authors buried in the	locmapin
1	553	55300001	is the mascot of the s in the	league
0	1224	122400004	movies did direct	writer
0	3607	360700006	city is located	logo
0	2849	284900006	has a child named is resting place as	background
0	180	18000006	the is coached by has president as	birth year
0	2727	272700002	city has it's landmark as	construction start date
1	3295	329500001	s have been directed by	director
0	3052	305200003	is the debut team of located	currentpositionplain
1	2434	243400002	awards have given to the dude made	notableworks
0	2539	253900003	are located in a country led by	term start
0	1488	148800004	In places has recorded their songs	current members
0	927	92700006	have won award	cultures
0	3961	396100007	other school are there of the rugby players school is	education
0	3345	334500005	famous was academically advised by	death date
0	3111	311100002	is the	upper age
0	3059	305900004	From country did the the national commerce bank emerge	location city
0	2285	228500006	the college of the has affiliation with	playing years
1	474	47400001	cities are around the into the flows	cities
0	103	10300003	is the common nickname given both to and	campus
1	504	50400001	List down the prime ministers of	prime minister
1	1172	117200002	the created by CE has actor named	creator
0	3258	325800003	gave the musical score of	based on
0	1365	136500006	based is a subsidiary of	is part of
0	399	39900003	are the cities located on the sea into the flows	place
0	3323	332300005	Was the PM of	successor
0	2595	259500006	is broadcasted by presented by	country
1	2323	232300002	the driver was at pole in also	pole driver
0	2660	266000005	the wine regions of	name
1	115	11500001	is the Nickname of	nickname
1	1070	107000001	List everything governed by the of	leader name
0	588	58800006	a hosted by judged by	alias
0	3828	382800003	is the religion of the president won the	next election
1	3212	321200001	city is located on the mouth of	cities
0	1820	182000003	worked at and	picture format
0	3701	370100005	all s former team owns	broke ground
0	1939	193900003	is the common university iof the college of	school
0	738	73800002	are the people were the influencer of the influenced	philosophical school
0	2666	266600002	s film editor is	birth date
1	3973	397300002	are some relatives of	relation
0	2477	247700003	are the have been created by	author
1	3140	314000002	In areas can I find wine made of s	species
0	1629	162900005	List all the presidents of the had atleast one of the president as	name
0	2110	211000003	Did the party merge in the party	extinction date
0	239	23900003	are in used in places people speak	subtitles
0	603	60300005	List the s directed by	creator
0	266	26600003	has compiler as	field
1	3577	357700001	's leader is	leader
0	1027	102700005	the college of	prowins
1	2298	229800002	To political party does the successor of belong	successor
0	2993	299300006	are the beverages origin is	course
0	405	40500002	the common university of the and	rd3 team
0	668	66800007	are the people influenced the writers of	cover artist
0	2111	211100007	the organization developed nd the	license
0	1427	142700007	List the music was given by distributed by	composer
0	2166	216600004	is the governer of	conventional long name
0	2628	262800006	are the things director of photography died in	title
0	3045	304500006	the borough of the is the route end of the	grid reference
0	1994	199400005	the theatre is belongs to Indian territory branch	capital
1	1951	195100001	a commstructure is garrison is	command structure
1	136	13600002	s from countries flow into the	source country
0	366	36600003	people have voiced characters sculpted by	location country
0	817	81700003	is the content license of	programming language
0	2855	285500002	List the common official language of the and	area km
0	1832	183200006	all those youthclub performed at - La	width
1	269	26900001	the s distributed by has music composer as	music composer
0	2254	225400006	In state is the alma mater of located	date of birth
0	2961	296100005	Is a doctoral student of	nationality
0	2480	248000004	Did create	alter ego
0	2495	249500006	s were cinematographed by	place of birth
0	1146	114600004	planet was discovered by	death date
0	161	16100003	executive producer of produced	number of episodes
0	3297	329700006	is the stadium of	founding year
0	3425	342500004	incumbent of presidential campaign wass the president of	occupation
0	3722	372200005	awards did the of won	literary genre
0	1232	123200003	For team did both play atleast once	birth date
0	3025	302500003	info is manufactured by is the predecessor of PS 	type
0	525	52500004	is the drafted team of the expected to join	division
0	229	22900007	are some relatives of died in	gdp nominal rank
0	1927	192700003	Was a member of	artist
0	798	79800005	tenants are there in the	stadium
0	3730	373000004	the total number of hometown of the gymnasts one of the hometown in	rd1t8 loc
1	2664	266400001	the actors of the TV has an episode named	starring
1	3827	382700001	workplace of the is the governing body of the	governing body
0	2736	273600005	In state does the is the alma mater of lie	birth date
1	2904	290400001	parent organization of is the label of	parent organisation
0	3648	364800004	are the houses of the the leader is called	registration plate
0	3464	346400005	is the base currency of the can be used in	country
0	3068	306800007	did the study doctoral thesis was supervised by	name
1	658	65800001	were held by the politicians held their allegiance to the of american civil war	office
0	2822	282200004	sports are played in s in the	is part of
0	1758	175800002	voiced in and	country
1	2418	241800002	did the predecessor is play for	predecessor
0	3758	375800002	For team do currently play for	caption
0	2744	274400006	are some players of	pattern la
0	1576	157600004	In state is ()	image caption
0	2713	271300006	the states have been billed by the s has billed	tradabbreviation
0	2539	253900004	are located in a country led by	successor
0	2466	246600006	things are aired on	name
0	3968	396800004	s are located in	longm
0	1074	107400006	did some of the take place played	longest losses
1	2475	247500001	network's parent organisation is	parent organisation
0	1119	111900003	is the largest city of the country have an assembly of	engine
0	3490	349000006	is the national origin of ;	first flight
0	2344	234400006	cities are close by	name
1	3316	331600001	labels have published s written by	label
0	1015	101500006	List the served region of the s of	industry
0	380	38000007	For other s have the former players of played	bg color
0	1186	118600003	is guests on the show theme music is	producer
1	406	40600001	the species of	species
1	3002	300200001	is the one of the key person is produces	product
0	631	63100003	kinds of games can be played on the	product
1	3536	353600001	animator of is the animator of the	animator
0	3964	396400005	relatives are and	creator
0	2026	202600003	the region served by was the conflict region in	caption
1	923	92300001	For games are both famous	known for
0	1916	191600006	To party do the politicians died in belong	p
0	366	36600007	people have voiced characters sculpted by	author
1	745	74500001	appointed to their office	appointer
0	1256	125600002	manufactures the	configuration
1	3107	310700001	are the s editor is	editing
0	181	18100007	all have rented the architect is	logo
0	3478	347800004	the list of people scaled mountains in	period
0	3377	337700004	the constituency are and	southwest
1	1191	119100001	is the prime minister that served	primeminister
1	2830	283000001	the 's school	school
1	1055	105500001	is the employer of	occupation
0	1890	189000004	To is important	predecessor
0	2293	229300003	currencies are used in the countries have been governed by	caption
1	742	74200002	is the debut team of the coached the	debutteam
0	42	4200005	services does provide	location country
0	587	58700004	party does B currently belong to	active years end date
1	2368	236800002	In places was the album of recorded	recorded in
0	2724	272400003	List the film starring of the s editor is	editor
1	905	90500001	the species of	species
0	2541	254100007	in countries has in it	phosphorus mg
1	3391	339100001	do typically work for	type
0	3513	351300003	theme musics have been composed by	producer
0	2290	229000005	makes things	industry
1	2021	202100001	was the president at the time both held a position in political framework	president
0	1304	130400006	is the state of the settlement is the sub assembly of	latns
0	3104	310400002	the presenter of	caption
0	3360	336000005	are the s music is given by	name
0	2274	227400003	In part of the world will I find and	philosophical school
0	2968	296800007	Whay common comic is written by narrated by	title
0	1896	189600003	is the venerated in of the religion of the	caption
0	3314	331400006	Does the originate in	mouth lat m
1	384	38400001	Was the barracked in	garrison
0	34	3400006	editor is married to	predecessor
0	2727	272700003	city has it's landmark as	name
1	770	77000001	is the title of	title
0	2216	221600005	Is the bronze medalist of Swimming at the Summer Olympics Men's metre freestyle	previous event
0	2481	248100004	awards did the is the creator of won	imdb id
1	662	66200002	sitcom's company is is located in	location
0	460	46000005	does the famous relative of do for a living	birth year
0	2574	257400005	relatives are and	first
0	3342	334200002	is the distributing label of	record label
0	1258	125800006	awards are won by the screenwriter of	producer
1	575	57500001	is the official residence of the is the death location of the	death place
0	3914	391400005	the stock holders of one of the stockholder is	resting place
0	998	99800006	Is the result of	is part of military conflict
0	1522	152200007	Through cities does the river flowg to go	meanelev
0	1093	109300004	is the has as key person	alma mater
0	3074	307400005	is the country of origin of the president of	network logo
0	3489	348900005	were the s played for	nfc
0	3906	390600005	has manufactured designed originally by	user
0	3541	354100003	is the place of birth of the breeded	dam
0	1298	129800004	is the common governing body of the and	owner
1	1385	138500002	are some s score is composed by relatives of	relatives
0	497	49700007	is the series of the is a subsequent work of	congress
0	1973	197300004	are some neighboring cities of	municipality name
0	1074	107400003	did some of the take place played	shield
0	2568	256800006	the relation is	relations
0	2263	226300002	married to	birth date
1	3347	334700001	some local authorities of s have a mixed gender education system	local authority
1	2559	255900002	is that show theme was composed by	show name
0	2535	253500003	is the producer of the album after was released	record label
0	1197	119700003	acted in the s music is composed by	producer
1	3070	307000001	is the coach of	coach
0	1481	148100007	are the shareholder of the s owning company is	key person
0	1905	190500005	Is a kind of	sibling names
0	2185	218500006	is the birthplace of the place Fiq is located	birth date
0	685	68500004	domain's did edit	date of death
0	3321	332100006	Whihc associate of is the founder of	date of birth
0	959	95900006	is relgions followed by people born in	may humidity
1	902	90200002	awards have been given to the s coming out of the of faculty of MCM	award
0	2371	237100004	is regions served by the companies serves	team
0	3291	329100004	are the important buildings of the one of the significant building is	address
0	94	9400007	is the region of the is served by the	era
0	2835	283500007	People of religion have been the members of parliament are from the	members label
1	3856	385600001	TV have executive producer as	executive producer
0	2401	240100005	List the common sports played by and	country
0	1548	154800003	is the narrator of	num episodes
0	3789	378900005	is the launch site of the was the ground of	stage2fuel
1	3432	343200001	is the birthplace of the is the relative of	birth place
0	1163	116300006	publishes genre of	isin
0	282	28200005	compiled journals of field	name
0	268	26800003	is the starring of the s such that music is by	imdb id
1	2308	230800001	wrote the subsequent work of	subsequent work
0	601	60100004	technological products were by	key people
0	1698	169800007	has fought in the around the	bridge
0	640	64000004	is the lieutenants are and	office
1	1485	148500001	Is currently in the	currentteam
0	1257	125700007	the has music composed by screenplay by	title
0	1956	195600005	is the sister channel is the in	headquarters
0	1128	112800004	created the the	year
0	734	73400003	To political party does belongs	birth date
0	3115	311500005	's military branch is vice president is	command structure
0	430	43000006	is the label of things produced by the band	associated acts
0	2945	294500004	the console successor is predecessor is	direction
0	3319	331900004	employes people	broadcast network
0	3187	318700006	things belong to phylum of	align
0	201	20100005	can be found in country	owner
1	3199	319900001	s have their music signed up with	record label
0	3032	303200006	were the commanders during the s took place in	area total sq mi
0	3732	373200004	are the s company's predecessor is	parent
0	3316	331600004	labels have published s written by	years
0	2483	248300003	is the former partner of the was the former partner of	formertraininglocations
0	1225	122500003	the show has artist named	genre
0	2957	295700005	Was primarily coached by	coach
1	681	68100001	is the spouse of	spouse
0	1385	138500003	are some s score is composed by relatives of	occupation
0	3995	399500007	all those previously played for a team ownes	opened
0	55	5500006	List some musicians associated with famous players	current member
0	2425	242500003	is the deathplace of the rugby player is the relatives of	ru nationalcaps
0	1071	107100004	team is known as	language
1	3889	388900001	are the cities around the flows into the	cities
0	1052	105200002	are the s voices is given by	starring
0	1018	101800004	cities of the has Nickname	type
0	1421	142100004	youth club was	pos
0	3245	324500003	are the associated musical artist of	background
0	1176	117600002	team has had both prochzka as its players	draft team
1	1181	118100001	From countries have people participated in the	race
0	2267	226700005	's mouth is located in has source location as	long s
0	962	96200003	is the products of the series of the	location country
0	1794	179400004	place did die at gave birth to	years
1	2671	267100001	is the birth name of	birth name
1	2372	237200001	important works done by the writers of	author
1	1480	148000002	did the start career did highschool in	debutteam
0	3904	390400006	is the connected to Gdask	feb low c
0	2829	282900005	currency of is the currency of the	native name
1	1598	159800001	has as it's affiliation	affiliations
0	1680	168000003	In states does the river flow left tributary is	free type
0	2015	201500004	is the origin of the musical artist of	record label
0	3092	309200003	is the place of death of the lieutenant of	years
0	3112	311200005	are manufactured by companies located in	territory
0	83	8300006	List the products of	commercial
0	137	13700005	the garrison is commstructure is	governing body
1	25	2500001	tenats have been there of the constructions of	builder
0	1228	122800002	is the President of the and	type
0	61	6100003	is the producer of the is the previous work of	this single
0	830	83000004	the major shrine is in was canonized by	years
0	2886	288600005	is the parent of FD JR	district
0	3884	388400005	To city does belong	address
0	537	53700002	was founded by	head
0	2650	265000006	In nations can I find people related to the movement	category
0	1974	197400002	honorary title are there of the scientists has award	awards
0	2974	297400004	Current players of have previously different teams	occupation
0	3004	300400002	is the label of	artist
0	1273	127300006	division of national team is the region of	whs
1	1182	118200001	List the associated musical artist of the current members of	current members
0	1732	173200005	the founded in provides as services	place of death
0	1244	124400004	Whih uses as it's operating system is written in ++	data
0	1032	103200004	List all the tenants of the stadium the took place	date
1	109	10900002	List the name of the chairman is	name
0	641	64100003	In all the es the first team was all were the pole drivers	2016 drivers
0	647	64700003	To military division does belong	birth year
0	2207	220700004	is the political party of the succeeded by	leader name
0	675	67500004	s are known for the Project	commons
0	3533	353300003	s have taxonomy as domain as	class
0	3293	329300006	s have their music composed by someone that signed up with	parent company
1	1359	135900001	constituency is	constituency
0	1964	196400007	the owned by headquartered at	key people
1	128	12800001	are the kind of can play on windows	computing platform
0	3247	324700002	Is have an ic government	type
0	541	54100005	Did make	b side
0	580	58000004	wrote	country
1	1857	185700001	are the predecessors of of	predecessor
0	2479	247900006	is the mayor of the city under is the constituency of	death place
0	3707	370700004	is the name of the homeground of football team	pos
1	3779	377900001	Under common jurisdiction do fall	local authority
0	1255	125500004	did do elementary schooling	nfldraftedteam
1	1025	102500001	does take place	place
0	2448	244800006	was the silver medalist of Gymnastics at the Summer Olympics Women's artistic individual all-around	silvernoc
0	192	19200004	is the leader name of the s governing body is	leader title
1	1223	122300002	the with narrator as music composer as	narrator
0	1180	118000005	is builder of the military structures builder is also	location city
1	3598	359800001	other awards have been given to Winners	awards
1	809	80900001	relative of is a famous	relatives
1	266	26600002	has compiler as	discipline
0	3256	325600006	politicians son is buried in	lat degrees
0	2454	245400006	the in the field of	region
0	2123	212300006	the Gibraltarian guitarist is from city	active years start year
0	3233	323300005	produce movies	name
0	1572	157200005	place founded by is the location fo	short description
0	196	19600002	actors in	channel
0	121	12100003	are some common games played at both and	colors
0	1525	152500005	designer of owns	maxspeed
0	103	10300005	is the common nickname given both to and	state
0	3343	334300003	To educational institute does belong to	parent
0	344	34400003	List the ingredient of	country
0	2738	273800006	is married to a Miss	language
0	2253	225300004	In wars did fight	creator
0	2657	265700002	team won the	participant
0	384	38400003	Was the barracked in	minimum elevation
0	3422	342200006	Is in the industry	products
1	93	9300002	married the successor of	spouse
0	244	24400003	For other teams do members of tanzanian national football team play	fifa min date
0	3702	370200002	s are there	authority
0	1917	191700006	is the hometown of the residents of s	place of birth
0	860	86000004	In languages did sing	date of birth
0	2243	224300005	is the route start of	location
0	2028	202800003	List the main ingredient of	country
1	362	36200002	draft team of is the prospect team of	draft team
0	946	94600005	are some common games played in and	mediums
0	2590	259000006	the has Lieutenaunt general as superintendent mascot as	status system
0	3048	304800004	In s can I find people alma mater was in	head
0	1149	114900003	is the father of	term end
0	903	90300002	universities are alma mater to	nationality
0	1172	117200005	the created by CE has actor named	birth date
0	2405	240500004	How ma TV networks are headquarterd in	rd4 seed
1	3658	365800001	is the war in both K P fight	battles
0	3782	378200005	List the s taxonomy is phylum is	image width
1	457	45700002	is the capital of located	region
1	3340	334000002	the former broadcast network of the television station is the sister stations of	sister stations
0	2858	285800006	From s of music did those s emerge drums are important	data
1	2807	280700001	is the headcoach of men's basketball team	headcoach
0	3211	321100004	person created the	museum
0	2136	213600004	all were involved in the wars fought by the commander	birth date
0	2811	281100005	Is one of the languages spoken in	affected
0	2589	258900006	Does belong in the club	former team
0	119	11900003	In can I find dishes made of	vitc mg
1	2676	267600001	In part of the world can i find and	origin
0	1670	167000002	the sports played by	city
0	1777	177700007	cover artist of the the source of inspiration of The Appple Tree	author
0	112	11200003	bhad the members of has made ''	producer
0	2499	249900004	List all the notable works of	writtenby
1	3185	318500001	Was in	album
0	1948	194800005	List the language of	lat sec
1	188	18800001	For different teams have ns been drafted	draft team
0	2276	227600004	is the singer of the has a song	artist
0	1195	119500004	To is the mascot	conference short
0	3224	322400005	Is the main interests of	era
0	111	11100002	is the alma mater of the and	occupation
0	1180	118000006	is builder of the military structures builder is also	homeworld
0	3153	315300002	is the venue of	location
0	2063	206300006	number of follow a religion has an important office in	location
0	745	74500005	appointed to their office	death place
1	3119	311900001	all theme music is made by	opening theme
0	3642	364200003	In s are the tombs of everyone died in	club
1	2935	293500002	did the genres originate were in the album	genre
0	3315	331500004	Is the assembled in	manufacturer
0	1036	103600005	the TV with theme music by broadcasted on	title
1	2377	237700001	everything owned by networks is lead by	network
0	2818	281800005	were led by	offstyle
0	1810	181000007	field's are edited by	worldchampion
0	2203	220300006	do live	training
0	1193	119300005	Was the cinematographer of	runtime
1	1623	162300002	key person of is the appointer of	appointer
0	2518	251800003	the with source as mouth is located in Country	country
0	763	76300005	is that something made famous received as an award	short description
0	918	91800007	is the successor of the s child is	succeeded
0	1774	177400003	Was edited by	producer
0	2731	273100002	List the relatives of	birth name
0	1998	199800003	were the founders of	record label
0	1557	155700005	List few s	official languages
0	906	90600007	is the associated bof the is the producer of	name
1	3221	322100002	appointed the successor of	successor
0	2674	267400003	official residence of is the stadium of anionios season 	birth date
0	2944	294400004	common relegion affiliation exists for and	category
0	2320	232000004	genres of are available on the	platform
0	652	65200005	the origin of	image size
0	3050	305000005	is the producer of the device is the operating system of	author
1	1317	131700001	some cars similar to the ones are at the	assembly
1	3344	334400001	city was recorded in Live in detroit is the official residence of	recorded in
0	1544	154400006	the s source country's capital is	image skyline
1	721	72100002	awards have been once awarded to have employed the service of	awards
0	420	42000005	more teams have rented the used by	subsidiary
0	1937	193700004	Does the flow into the lower manhatten	place of death
0	3779	377900006	Under common jurisdiction do fall	closing year
0	2895	289500006	theme music composer's label is	parent company
0	2411	241100005	country is the birth place of and	death year
0	163	16300005	To m was born to	spouse
0	3373	337300003	is the operating system of things	license
1	3523	352300001	List the current members of	current members
0	436	43600002	List all the home stadium of the s has one of the home stadium as	origin
0	1022	102200005	are some journals of academic	v
0	2170	217000002	By m is the broadcaster network founded	network
1	1143	114300001	is the developer of	developer
0	431	43100004	is the subsequent work is developed by	type
1	953	95300001	the produced by its OS is provided by	os
0	3300	330000006	organisation regulates controls the	hotel name
0	1377	137700002	is the editor is	caption
0	1544	154400007	the s source country's capital is	dec record high c
0	2410	241000003	do the politicians work	birth date
0	2243	224300004	is the route start of	operated by
0	3033	303300005	religion is practiced by many others	honorific suffix
0	1805	180500007	bwas a part of often performed with Q	instrument
1	2103	210300001	the creator is presented by	presenter
1	370	37000002	is the university attended by the 's known for	known for
0	1546	154600003	From is billed	short description
0	3682	368200006	did marry	weight lb
0	2817	281700005	List the discipline of the journals of the discipline is neuro imaging	field
0	3900	390000004	were started in the	rd2t2 loc
0	3341	334100006	uses + as programming language	logo
0	427	42700006	company developed brought to the market	title
0	2545	254500005	are the s distributer is	slogan
0	2422	242200003	city near to was the death place of	caption
0	9	900005	is the hometown of was born too	background
0	257	25700005	awards did the founder of win	area served
0	988	98800002	was the result of	causalties
0	2650	265000007	In nations can I find people related to the movement	main interest
0	3582	358200002	In races did take part	birth date
1	833	83300001	In different s have people beatified by died	death place
0	1497	149700005	is the producer of has the song	track number
1	3572	357200001	Did create	creators
0	3249	324900006	awards have graduates from the earned	thes aus
0	3300	330000002	organisation regulates controls the	location
1	3290	329000001	To settlement does belong to	cities
0	3190	319000007	the writers work has been played in	song
0	3731	373100007	is the resting place of the children of	key person
0	2193	219300006	managed and	operator
0	2110	211000004	Did the party merge in the party	split from party
0	561	56100004	team of is the debutant team of	coach team
0	866	86600005	List some pupils of winning s	significant awards
0	2599	259900006	distributer of is the publisher of the	release date
1	2579	257900002	does the go over is in	located in area
0	3116	311600005	Into military organizations is the divided	website
0	1004	100400002	the common musical bof and	artist
0	746	74600003	Was originate in the north western province of zambia	other name
0	3982	398200006	has won awards	birth place
1	3888	388800001	comic were created by	creators
0	998	99800003	Is the result of	date
0	1328	132800003	record labels publish works of	by
1	3912	391200001	the people living in a place governed by	leader name
0	316	31600003	the distinct number of other party of the people have one of the party as	party logo
1	3561	356100002	is the mascot of the alma mater of	mascot
0	2565	256500005	religions do diplomats typically follow	known for
1	3260	326000001	home stadiums of teams managed by	manager
0	904	90400004	was the recorded	genre
0	269	26900004	the s distributed by has music composer as	type
0	1971	197100005	For cities's s did play	draft pick
1	1801	180100001	Is the first person to scale Mt	first ascent person
0	611	61100006	publisher of is the university for plays for	former mll teams
0	2485	248500005	is the common debut team of the and	number
0	2813	281300006	made the s on the famous album	this album
0	2175	217500006	were the pole s in GP was a first	name
1	484	48400002	s have players in them currently	team
1	1268	126800001	has rented the s owned by	owner
0	2806	280600003	party are there of the office holders one of the party is	party
1	2111	211100002	the organization developed nd the	developer
0	2527	252700002	all have been canonized by	death place
1	368	36800001	team has players born in	team
0	2962	296200006	kings queens have died in the	region
0	2870	287000004	From does the start flows into the	location
1	2802	280200001	the wine regions of	wine region
1	2505	250500001	is the starred in	voice
0	3095	309500002	s are currently playing for NYC FC	nat
1	357	35700002	List the with branch as	rank
0	3434	343400003	For different s have the players debuted in played	rd1 team
0	2239	223900006	are the nicknames given to the characters of The Wolves of the Mercy	first
0	2628	262800003	are the things director of photography died in	nationality
0	1724	172400003	office's have died on the	previous route
1	1294	129400001	owes its allegiance to a state capital town is	capital
0	3115	311500003	's military branch is vice president is	named for
0	3264	326400006	people have parterned with the choroegraphed by in the past	choreographer
0	1141	114100004	are the s starting music is composed by	opentheme
0	354	35400003	In places have died	club
0	3262	326200005	foundation palce of is the death palce of	birth date
0	1114	111400003	the places people worked in died in	venerated
0	148	14800005	the major shrine of	beatified by
1	3569	356900002	is the resting place of the child of	resting place
1	2395	239500001	came before uses as OS	os
0	2874	287400004	all the music composers are in	background
1	1221	122100002	List of people were the first one to ascend a in the	first ascent person
0	1271	127100007	is the birthplace of the is resting palce of	nickname
0	3901	390100004	s are signed up with	logo
1	3471	347100002	are the spouse of the actors of	spouse
0	3362	336200006	other services of the companies provides the as service	platform
1	2742	274200002	the produces both F/A- E/F Hornet nad CH- Chinook	products
0	3869	386900004	Is a part of the	population as of
0	3473	347300003	scientist is known for writing	language
0	3855	385500004	company is the one wrote the and	released
0	2068	206800003	other product of the banks one of the product is	services
1	626	62600002	is presenter's headquarters is	headquarters
1	974	97400002	the voice's animator is	animator
0	1118	111800004	List down all notable works of	creator
0	1699	169900006	List the relegion of is the life stance of	birth place
1	3598	359800002	other awards have been given to Winners	award
0	1693	169300006	has written about topics	motto
1	925	92500001	president of had president as	vice president
0	802	80200004	Is in the industry	variations
0	2175	217500005	were the pole s in GP was a first	wins
0	2003	200300003	is the of the club homeground is the	building start date
0	910	91000003	are the reason served by is the country of	caption
0	2069	206900006	was the cover artist of The Adventure of wrote	wikisource
0	3775	377500005	some TV network's main language is	glotto
0	1093	109300005	is the has as key person	nationality
1	3685	368500001	In countries can i find some	movement
0	1100	110000007	sitcoms were produced by the company predecessor was the	successors
1	1165	116500001	academic discipline of the is the record label of the	record label
0	2292	229200003	actors have performed in s performed in	next
0	101	10100005	awards have been won by the executive producer of	originalairdate
0	1158	115800005	For common president did work	years
0	2855	285500005	List the common official language of the and	currency
0	1298	129800006	is the common governing body of the and	architect
0	1418	141800005	awards have been given to fought in the	is part of military conflict
0	442	44200003	s were released under the label	person
1	1719	171900001	religion do the both follow	religious affiliation
0	1782	178200003	are some important works of citizens	availability
1	3787	378700001	awards have been given to s	awards
1	1921	192100001	have been in the nation football team	nationalteam
0	2080	208000006	is the county of	colours
0	2234	223400003	Is the Ceremonial County of	source1 region
0	314	31400004	the TV network is is the subsequent work of Fraiser	subchannels
0	2054	205400006	did die was born in	short description
1	3270	327000001	all were venerated in	venerated in
1	3631	363100001	is the common branch of military of and	branch
0	1698	169800006	has fought in the around the	mouth place
0	51	5100003	produced the for	developer
0	847	84700003	city's mayor is married to	birth date
0	1408	140800002	are the animator of	producer
1	1132	113200002	all have been judges on 's	judges
0	3193	319300005	the home town of all s uses as instrument	footer
