score	id1	id2	blockString	subQuery
0	2652	2652	 [BLK]  [DES] the university [DES] affiliations is #entity1 [BLK]  [DES] foundation is in Washington , D.C	 [TRP] ?e1 foundation Washington (state) [TRP] ?e0 foundation ?e1
0	2653	2653	 [BLK]  [DES] the Glover's distributer	 [TRP] ?e0 leader title Glover Park
0	2654	2654	 [BLK]  [DES] some politicians buried in a place near Orange Virginia	 [TRP] ?e0 Location Orange, Virginia
0	2655	2655	 [BLK]  [DES] the station [DES] maintained by Public transport authority of western australia	 [TRP] ?e1 territory Western Australia
0	2656	2656	 [BLK]  [DES] had Nicomedia as an important place [DES] Among the countries using Aureus as currency	 [TRP] ?e0 place of military conflict Siege of Nicomedia
0	2657	2657	 [BLK]  [DES] state [DES] is Colemanville Covered Bridge located	 [TRP] ?e0 region Colemanville Covered Bridge
1	2658	2658	 [BLK]  [DES] the ingredients of Kaszanka	 [TRP] ?e0 ingredient Kaszanka
0	2659	2659	 [BLK]  [DES] cities [DES] Rivers which end in Arkansas go through	 [TRP] ?e0 route end Arkansas
0	2660	2660	 [BLK]  [DES] some people working at #entity1 [BLK]  [DES] someplace [DES] owned by News Corp	 [TRP] ?e1 owning company News Corp [TRP] ?e0 occupation ?e1
0	2661	2661	 [BLK]  [DES] tomb is in Madrid	 [TRP] ?e1 buried Madrid
0	2662	2662	 [BLK]  [DES] the office holders [DES] whose one of the party is Janata Dal	 [TRP] ?e1 other party Janata Dal (Secular)
1	2663	2663	 [BLK]  [DES] is the content license of Darcs	 [TRP] ?e0 license Darcs
0	2664	2664	 [BLK]  [DES] a few [DES] whose live in #entity1 [BLK]  [DES] place [DES] Indian English is an official language	 [TRP] ?e1 official language Indian English [TRP] ?e1 type place [TRP] ?e0 lives in ?e1
0	2665	2665	 [BLK]  [DES] cities [DES] are around #entity1 [BLK]  [DES] the sea [DES] flows into Marmara	 [TRP] ?e1 family Marmara (moth) [TRP] ?e0 class ?e1
0	2666	2666	 [BLK]  [DES] office [DES] when bob hawke was the PM	 [TRP] ?e1 office Bob Hawke
1	2667	2667	 [BLK]  [DES] is the predecessor of #entity1 [BLK]  [DES] the automobile [DES] is the related of Cadillac Fleetwood	 [TRP] ?e1 related Cadillac Fleetwood [TRP] ?e1 type automobile [TRP] ?e0 predecessor ?e1
0	2668	2668	 [BLK]  [DES] all the places [DES] companies located in Ontario operate	 [TRP] ?e0 operator Ontario
1	2669	2669	 [BLK]  [DES] currency [DES] is used by #entity1 [BLK]  [DES] the record label of the Way to Your Heart	 [TRP] ?e1 record label The Way to Your Heart [TRP] ?e0 currency ?e1
1	2670	2670	 [BLK]  [DES] is the hometown of John Speraw	 [TRP] ?e0 hometown John Speraw
0	2671	2671	 [BLK]  [DES] company [DES] produced #entity1 [BLK]  [DES] the car [DES] was a new version of Daewoo's Tico	 [TRP] ?e1 predecessor Daewoo [TRP] ?e0 products ?e1
1	2672	2672	 [BLK]  [DES] has written #entity1 [BLK]  [DES] works [DES] found in the Gangan comics	 [TRP] ?e1 magazine Gangan Comics [TRP] ?e1 type work [TRP] ?e0 author ?e1
1	2673	2673	 [BLK]  [DES] sports [DES] are played in #entity1 [BLK]  [DES] organizations [DES] presided by Emanuel de Guzman	 [TRP] ?e1 president Emanuel de Guzman [TRP] ?e0 sport ?e1
0	2674	2674	 [BLK]  [DES] movies [DES] have their music composed by #entity1 [BLK]  [DES] someone [DES] signed up with RCA Records	 [TRP] ?e1 label RCA Records [TRP] ?e0 starring ?e1
0	2675	2675	 [BLK]  [DES] is #entity1 elections , 1788 and 1789 [BLK]  [DES] the leader of United States House of Representatives	 [TRP] ?e1 leader Tom Foley [TRP] ?e0 before election ?e1
1	2676	2676	 [BLK]  [DES] the song The Boy is Mine [DES] recorded in Atlanta	 [TRP] <http://dbpedia.org/resource/The_Boy_Is_Mine_(song)> recorded in Atlanta
0	2677	2677	 [BLK]  [DES] an animal from #entity2 [DES] toed Ungulates [BLK]  [DES] the order of Even	 [TRP] ?e2 writer Even Tho [TRP] ?e1 producer ?e2
0	2678	2678	 [BLK]  [DES] music artists [DES] were associated with Albert Ayler	 [TRP] ?e1 Artist Albert Ayler
0	2679	2679	 [BLK]  [DES] the people [DES] whose residence is Beverly Hills , California	 [TRP] ?e0 release date Beverly Hills (song)
0	2680	2680	 [BLK]  [DES] originally wrote #entity1 [BLK]  [DES] manga [DES] was later illustrated by Tamon Ohta	 [TRP] ?e1 country Tamón [TRP] ?e0 original signatories ?e1
0	2681	2681	 [BLK]  [DES] the Benelux [DES] is used in Republic of Montenegro	 [TRP] ?e1 region Socialist Republic of Montenegro
0	2682	2682	 [BLK]  [DES] are there of #entity1 [DES] other key people [BLK]  [DES] the non-profit organisations [DES] whose key people is Hillary Clinton	 [TRP] ?e1 key people Hillary Clinton [TRP] ?e0 area served ?e1
0	2683	2683	 [BLK]  [DES] religions [DES] are practiced in India	 [TRP] ?e0 occupation India
0	2684	2684	 [BLK]  [DES] whose mother was Maria Ludwika Krasiska	 [TRP] ?e1 mother Maria Ludwika Rzewuska
0	2685	2685	 [BLK]  [DES] some software as a service	 [TRP] ?e0 product Software as a service
1	2686	2686	 [BLK]  [DES] the mountain [DES] located in California [DES] has parent peak as Nevado de Toluca	 [TRP] ?e0 located in area California [TRP] ?e0 parent mountain peak Nevado de Toluca
0	2687	2687	 [BLK]  [DES] musical artists [DES] have collaborated with Waylon Jennings	 [TRP] ?e0 performer Waylon Jennings
0	2688	2688	 [BLK]  [DES] the recepies [DES] whose ingredient is common Mushroom	 [TRP] ?e1 main ingredient Mushroom
0	2689	2689	 [BLK]  [DES] the things [DES] people of New Orleans are famous for	 [TRP] ?e0 hometown New Orleans
0	2690	2690	 [BLK]  [DES] the award [DES] given in Norway [DES] presented by Swedish Academy	 [TRP] ?e0 award Swedish Academy
1	2691	2691	 [BLK]  [DES] planet [DES] was discovered by Urbain Le Verrier	 [TRP] ?e0 discoverer Urbain Le Verrier [TRP] ?e0 type planet
0	2692	2692	 [BLK]  [DES] figure skater [DES] one of the former partner was Andrea poapst	 [TRP] ?e1 writer Andrea (film)
0	2693	2693	 [BLK]  [DES] team [DES] the prospect team of Milkhail Pashnin [DES] did wolfred McDonald	 [TRP] ?e0 Team Mikhail Pashnin
1	2694	2694	 [BLK]  [DES] baseball team [DES] is owned by Robert Nutting	 [TRP] ?e0 owner Robert Nutting [TRP] ?e0 type baseball team
1	2695	2695	 [BLK]  [DES] is the nation of the Major All Stars Season 1 [DES] is the nation of Pioneer Corporation	 [TRP] ?e0 country Major All Stars Season 1 [TRP] ?e0 country Pioneer Corporation
0	2696	2696	 [BLK]  [DES] the saints [DES] whose one of the shrine is St. Takla Haymanot's Church	 [TRP] ?e1 predecessor Mara Takla Haymanot
0	2697	2697	 [BLK]  [DES] death of [DES] political figure , did the Coalition Provisional Authority came into power	 [TRP] ?e1 death place Coalition Provisional Authority
0	2698	2698	 [BLK]  [DES] the employees of American College of Surgeons	 [TRP] ?e1 alma mater American College of Surgeons
0	2699	2699	 [BLK]  [DES] are written in the C programming language	 [TRP] ?e0 typing Dynamic programming language
0	2700	2700	 [BLK]  [DES] Name #entity1 [DES] is Anthony Harvey [DES]  [BLK]  [DES] the movie [DES] whose director is Stanley Kubrick [DES] whose director is editor	 [TRP] ?e1 director Stanley Kubrick's Boxes [TRP] ?e0 name ?e1
0	2701	2701	 [BLK]  [DES] the band [DES] is the artist of Your Ice Cream's Dirty	 [TRP] ?e1 variant or variation Ice cream
0	2702	2702	 [BLK]  [DES] state [DES] do the White Plum Asangas come	 [TRP] ?e0 width metric The Plum Blossoms
1	2703	2703	 [BLK]  [DES] the mountain range [DES] the mountain peak of Malatraix belongs	 [TRP] ?e0 parent mountain peak Malatraix
0	2704	2704	 [BLK]  [DES] can i find #entity1 [BLK]  [DES] companies [DES] were started in Toronto	 [TRP] ?e1 city Toronto [TRP] ?e1 type company [TRP] ?e0 institution ?e1
1	2705	2705	 [BLK]  [DES] assembly of the Plymouth Savoy [DES] is the route end of the NorthSouth Transport Corridor	 [TRP] ?e0 assembly Plymouth Savoy [TRP] ?e0 route end North–South Transport Corridor
1	2706	2706	 [BLK]  [DES] people [DES] have parterned with #entity1 [BLK]  [DES] the person [DES] choroegraphed by Catarina Lindgren in the past	 [TRP] ?e1 former choreographer Catarina Lindgren [TRP] ?e1 type person [TRP] ?e0 former partner ?e1
0	2707	2707	 [BLK]  [DES] the DOD of the Clyde McNeal	 [TRP] ?e1 position Clyde McNeal
0	2708	2708	 [BLK]  [DES] play for of #entity1 [BLK]  [DES] the american football players at Quarterback position	 [TRP] ?e1 short description American football [TRP] ?e0 pastteams ?e1
1	2709	2709	 [BLK]  [DES] artist [DES] has collaborated with sanremo Music Festival	 [TRP] ?e1 associated musical artist Sanremo Music Festival
1	2710	2710	 [BLK]  [DES] have been given to #entity1 [DES] awards [BLK]  [DES] people [DES] schooled in the Everton park state high	 [TRP] ?e1 education Everton Park State High School [TRP] ?e0 awards ?e1
1	2711	2711	 [BLK]  [DES] the cities whihch are on the same se #entity1 [BLK]  [DES] as [DES] of Miami	 [TRP] ?e1 cities Miami [TRP] ?e0 cities ?e1
0	2712	2712	 [BLK]  [DES] companies [DES] located in Texas [DES] 	 [TRP] ?e0 located in area Texas
1	2713	2713	 [BLK]  [DES] the president [DES] whose lieutenants are Winston Bryant [DES] whose lieutenants are Joe Purcell	 [TRP] ?e0 lieutenant Winston Bryant [TRP] ?e0 lieutenant Joe Purcell
1	2714	2714	 [BLK]  [DES] schools [DES] have a bison as their mascot	 [TRP] ?e0 mascot Bison [TRP] ?e0 type school
0	2715	2715	 [BLK]  [DES] citys mayor [DES] is anne hidalgo	 [TRP] ?e0 before Anne Hidalgo
0	2716	2716	 [BLK]  [DES] have built concrete bridges [DES] companies	 [TRP] ?e0 construction material Concrete bridge
1	2717	2717	 [BLK]  [DES] are the biological parents of Dannielynn Birkhead	 [TRP] ?e0 parent Dannielynn Birkhead
1	2718	2718	 [BLK]  [DES] are the broadcast areas of Mauritius Broadcasting Corporation	 [TRP] ?e0 broadcast area Mauritius Broadcasting Corporation
0	2719	2719	 [BLK]  [DES] was the president at #entity1 [BLK]  [DES] the time [DES] Carl Stokes held a position in US political framework [DES] Joseph Stiglitz held a position in US political framework	 [TRP] ?e1 President Carl Stokes [TRP] ?e1 President Joseph Stiglitz [TRP] ?e0 president ?e1
0	2720	2720	 [BLK]  [DES] all the former partners of #entity1 [BLK]  [DES] figure skater [DES] one of the former partner was Andrea poapst	 [TRP] ?e1 producer Andrea (Andrea album) [TRP] ?e0 associated band ?e1
1	2721	2721	 [BLK]  [DES] hometown of pavel Moroz [DES] the palace of birthplace of Helena of Moscow [DES] 	 [TRP] ?e0 hometown Pavel Moroz [TRP] ?e0 birth place Helena of Moscow
1	2722	2722	 [BLK]  [DES] down [DES] the opponents of Frank Stilwell	 [TRP] ?e0 opponent Frank Stilwell
0	2723	2723	 [BLK]  [DES] teams [DES] participate in #entity1 [BLK]  [DES] the football seasons [DES] headed by Patricia Amorim	 [TRP] ?e1 key person Américo Amorim [TRP] ?e0 operating income ?e1
0	2724	2724	 [BLK]  [DES] share holder of outlook [DES] the content license of the MSX Basics [DES] 	 [TRP] <e0> MSX BASIC license
0	2725	2725	 [BLK]  [DES] the Spider-Man : Edge of Time	 [TRP] ?e1 recorded in Spider Man (album)
0	2726	2726	 [BLK]  [DES] the president of Besiktas JK	 [TRP] ?e1 president Beşiktaş JK (women's basketball)
0	2727	2727	 [BLK]  [DES] the baseball players [DES] played for San Francisco Giants	 [TRP] ?e0 Team Name  San Francisco Giants
1	2728	2728	 [BLK]  [DES] the river [DES] whose source location is Nevado Mismi [DES] whose source location is region	 [TRP] ?e1 source location Nevado Mismi [TRP] ?e1 type river
0	2729	2729	 [BLK]  [DES] shows for Fremantle Media [DES] the TV	 [TRP] ?e0 homeport Fremantle
1	2730	2730	 [BLK]  [DES] arena [DES] The Palace of Auburn hills has president as Stan Van Gundy	 [TRP] ?e1 arena The Palace of Auburn Hills
0	2731	2731	 [BLK]  [DES] are the academic interests of #entity1 [BLK]  [DES] the advisor of Paul Demiville	 [TRP] ?e1 before Paul Deichmann [TRP] ?e0 occupation ?e1
0	2732	2732	 [BLK]  [DES] Water resources managemnt in EL Salvador [DES] the land of Jos MAra Orellana	 [TRP] ?e1 parent organisation Water Resources Agency
0	2733	2733	 [BLK]  [DES] leader of united states house representatives election [DES] was married to Dolley Madison	 [TRP] ?e0 leader United States House of Representatives elections, 2008
0	2734	2734	 [BLK]  [DES] nation [DES] does the league take #entity1 [BLK]  [DES] place [DES] C.D	 [TRP] ?e1 location C.D. Primeiro de Agosto (basketball) [TRP] ?e0 country ?e1
1	2735	2735	 [BLK]  [DES] does #entity1 end , into [BLK]  [DES] river [DES] the Rakitnica flows	 [TRP] ?e1 river mouth Rakitnica [TRP] ?e1 type river [TRP] ?e0 river mouth ?e1
0	2736	2736	 [BLK]  [DES] indian party [DES] has won the arunachal pradesh elections of 2014 [DES] has been in the 4th legislative assembly	 [TRP] ?e0 party Assam Legislative Assembly
1	2737	2737	 [BLK]  [DES] the governor [DES] Richard Winn works	 [TRP] ?e1 Governor Richard Winn
0	2738	2738	 [BLK]  [DES] is the river one of #entity1 [BLK]  [DES] left tributary is #entity2 [BLK]  [DES] native name is Arabic	 [TRP] ?e2 native name Arabic [TRP] ?e1 left tributary ?e2 [TRP] ?e0 right tributary ?e1
1	2739	2739	 [BLK]  [DES] islands [DES] are there on the Greater Antilles archipelago	 [TRP] ?e0 archipelago Greater Antilles
0	2740	2740	 [BLK]  [DES] people [DES] have written #entity1 [BLK]  [DES] stuff [DES] broadcasted on the Tokyo Broadcasting System	 [TRP] ?e1 channel Tokyo Broadcasting System [TRP] ?e0 country ?e1
1	2741	2741	 [BLK]  [DES] is Bogobiri House located	 [TRP] ?e0 location city Bogobiri House
0	2742	2742	 [BLK]  [DES] people [DES] related to the feminist movement	 [TRP] ?e1 movement Feminist movement
0	2743	2743	 [BLK]  [DES] teams [DES] Ontario's ice hockey players have been a part of	 [TRP] ?e0 is part of Ontario
1	2744	2744	 [BLK]  [DES] soccer seasons [DES] whose chairman is Ronaldo	 [TRP] ?e1 chairman Ronaldo
0	2745	2745	 [BLK]  [DES] are associated with Israel [DES] military battles	 [TRP] ?e0 alma mater Israel
1	2746	2746	 [BLK]  [DES] the Maharashtra Chess Association [DES] is genere of PyChess	 [TRP] ?e1 genre PyChess
1	2747	2747	 [BLK]  [DES] does Truman McGill Hobbs , United States District Judge live	 [TRP] ?e0 residence Truman McGill Hobbs
0	2748	2748	 [BLK]  [DES] the houses of Parliament of India	 [TRP] ?e0 constituency India
1	2749	2749	 [BLK]  [DES] the first drivers [DES] all the GPs [DES] Mika Hakkinen was a first driver	 [TRP] ?e0 first driver Mika Häkkinen
1	2750	2750	 [BLK]  [DES] the one [DES] had Yasmin Paige in them	 [TRP] ?e1 starring Yasmin Paige
1	2751	2751	 [BLK]  [DES] river [DES] the Rakitnica flows	 [TRP] ?e1 right tributary Rakitnica
0	2752	2752	 [BLK]  [DES] are #entity1 and Polytechnic University of Philippines Taguig [BLK]  [DES] the common sports played by jamiatu Muslim mindanao	 [TRP] ?e0 country Jamiatu Muslim Mindanao
0	2753	2753	 [BLK]  [DES] creator of Theme Time Radio Hour [DES] has also given #entity1 [BLK]  [DES] the musical score of the The Times They Are a-Changin '(musical)	 [TRP] ?e1 producer No Changin' Us [TRP] ?e0 associated band ?e1
0	2754	2754	 [BLK]  [DES] game series [DES] exist for iOS	 [TRP] ?e0 service IOS
1	2755	2755	 [BLK]  [DES] the military branch of Henry Hyde	 [TRP] ?e0 military branch Henry Hyde
1	2756	2756	 [BLK]  [DES] has been given to michel hazanavicius [DES] awards [DES] has been given to geoffrey rush	 [TRP] ?e0 award Michel Hazanavicius [TRP] ?e0 award Geoffrey Rush
0	2757	2757	 [BLK]  [DES] is the location of Sam Sen Railway Station	 [TRP] ?e0 agency station code Sam Sen Railway Station
1	2758	2758	 [BLK]  [DES] BASIC have a license of microsoft	 [TRP] ?e0 license Microsoft
0	2759	2759	 [BLK]  [DES] Jim Harris [DES] located in Harris County , Texas	 [TRP] ?e1 located in area Texas
0	2760	2760	 [BLK]  [DES] have Becket fund for religious liberty winners received [DES] other awards	 [TRP] ?e0 headquarter International Religious Liberty Association
0	2761	2761	 [BLK]  [DES] the show related to #entity1 [BLK]  [DES] was followed by Doctor [DES] Extra	 [TRP] ?e1 education Doctorate [TRP] ?e0 residence ?e1
0	2762	2762	 [BLK]  [DES] national under-20 football team [DES] Matin Suji [DES] born	 [TRP] <e1> Martin Suji birth date
0	2763	2763	 [BLK]  [DES] are there of #entity1 [DES] maintainers [BLK]  [DES] the bridges [DES] can carry motor vehicles over them	 [TRP] ?e1 carries Motor vehicle [TRP] ?e1 type bridge [TRP] ?e0 maintained by ?e1
0	2764	2764	 [BLK]  [DES] places [DES] are under the Indian Standard timezone	 [TRP] ?e1 TimeZone Indian Standard Time
0	2765	2765	 [BLK]  [DES] the stadiums [DES] have been rented by the Canadian Hockey team	 [TRP] ?e1 occupation Canadian Hockey League
0	2766	2766	 [BLK]  [DES] company [DES] produced #entity1 [BLK]  [DES] the car [DES] was a new version of Daewoo's Tico	 [TRP] ?e1 Location Daewoo Bus [TRP] ?e0 productions ?e1
1	2767	2767	 [BLK]  [DES] the television show [DES] whose producer is Stephen E. Ambrose	 [TRP] ?e0 producer Stephen E. Ambrose
1	2768	2768	 [BLK]  [DES] faith [DES] hang chuon naron follow [DES] Kron Ngoy follow	 [TRP] ?e0 religion Hang Chuon Naron [TRP] ?e0 religion Krom Ngoy
1	2769	2769	 [BLK]  [DES] high school [DES] the place hwer [DES] Temptation Waits was recorded	 [TRP] ?e0 Recorded Temptation Waits
0	2770	2770	 [BLK]  [DES] are #entity1 from [DES] main work is on the matter of feminism in Canada [BLK]  [DES] philosophers [DES] main work is on the matter of feminism in Canada	 [TRP] ?e1 main interest Feminism in Canada [TRP] ?e0 era ?e1
0	2771	2771	 [BLK]  [DES] is #entity1 situated [BLK]  [DES] the arena of WPC Dynamo Moscow	 [TRP] ?e1 arena WPC Dynamo Moscow [TRP] ?e0 location city ?e1
0	2772	2772	 [BLK]  [DES] hockey team [DES] is coached by mike babcock	 [TRP] ?e0 coach Mike Babcock
0	2773	2773	 [BLK]  [DES] team [DES] has players born in Dominican Republic	 [TRP] ?e0 nationalteam Dominican Republic
1	2774	2774	 [BLK]  [DES] is the Team Name of St. Viator High School	 [TRP] ?e0 Team Name  St. Viator High School
0	2775	2775	 [BLK]  [DES] the mating habits of earthbound humans	 [TRP] ?e1 editing Earthbound (1981 film)
0	2776	2776	 [BLK]  [DES] artist [DES] has collaborated with sanremo Music Festival	 [TRP] ?e1 award Sanremo Music Festival
0	2777	2777	 [BLK]  [DES] city [DES] has #entity1 [BLK]  [DES] radio stations [DES] are Religious	 [TRP] ?e0 genre Religious (song)
1	2778	2778	 [BLK]  [DES] was Thomy Bourdelle born	 [TRP] ?e0 birth place Thomy Bourdelle
0	2779	2779	 [BLK]  [DES] the ethnic group [DES] the relatives of Waxiang people belong	 [TRP] ?e1 population Waxiang people
1	2780	2780	 [BLK]  [DES] cities [DES] does #entity1 go [BLK]  [DES] the river [DES] flowing into Arkansas	 [TRP] ?e1 mouth mountain Arkansas [TRP] ?e1 type river [TRP] ?e0 city ?e1 [TRP] ?e0 type city
0	2781	2781	 [BLK]  [DES] did the graduates of #entity1 [BLK]  [DES] the university of west indies study	 [TRP] ?e1 territory West Indies [TRP] ?e0 country ?e1
0	2782	2782	 [BLK]  [DES] #entity1 is bacteria [BLK]  [DES] the bacterias [DES] whose division is Firmicutes [DES] whose division is domain	 [TRP] ?e1 division Firmicutes [TRP] ?e1 domain Bacteria [TRP] ?e0 regnum ?e1
1	2783	2783	 [BLK]  [DES] gadgets [DES] are made by companies of New Taipei City	 [TRP] ?e0 Location New Taipei City
1	2784	2784	 [BLK]  [DES] the field of the Jon Speelman [DES] occupation of the Karen Grigorian	 [TRP] ?e0 field Jon Speelman [TRP] ?e0 occupation Karen Grigorian
0	2785	2785	 [BLK]  [DES] people [DES] living in British Columbia	 [TRP] ?e1 hometown British Columbia
0	2786	2786	 [BLK]  [DES] members [DES] are there of #entity1 [BLK]  [DES] the order of Bacillales	 [TRP] ?e1 ordo Bacillales [TRP] ?e0 known for ?e1
1	2787	2787	 [BLK]  [DES] the office holder [DES] whose child is Lori Black [DES] whose child is predecessor	 [TRP] ?e1 child Lori Black [TRP] ?e1 type office holder
1	2788	2788	 [BLK]  [DES] places [DES] can I find #entity1 [BLK]  [DES] people [DES] were #entity2 [BLK]  [DES] the architects of the Dundas Castle	 [TRP] ?e1 architectural style Dundas Castle (Roscoe, New York) [TRP] ?e0 region ?e1
1	2789	2789	 [BLK]  [DES] the sitcom [DES] theme music composer as Julian Gingell [DES] channel as Fox Broadcasting Company	 [TRP] ?e0 channel Fox Broadcasting Company [TRP] ?e0 theme music composer Julian Gingell
1	2790	2790	 [BLK]  [DES] the film director of The Haunted House	 [TRP] ?e1 film director The Haunted House (1929 film)
0	2791	2791	 [BLK]  [DES] the television show [DES] is given by April Stewart [DES] is given by theme music composer	 [TRP] ?e1 occupation April Stewart
1	2792	2792	 [BLK]  [DES] the veneration of #entity1 [BLK]  [DES] the monarch [DES] is #entity2 [BLK]  [DES] the predecessor of Solomon	 [TRP] ?e1 predecessor Solomon [TRP] ?e1 type monarch [TRP] ?e0 venerated in ?e1
0	2793	2793	 [BLK]  [DES] common [DES] soylent [DES] bannock sold	 [TRP] ?e0 battle Bannock War
0	2794	2794	 [BLK]  [DES] is the affiliation of tani University	 [TRP] ?e0 located in area Tani Tani
0	2795	2795	 [BLK]  [DES] the television shows [DES] network is #entity1 [BLK]  [DES] executive officer is Steve Burke	 [TRP] ?e1 occupation Steve Burke (composer) [TRP] ?e0 instrument ?e1
0	2796	2796	 [BLK]  [DES] the Band [DES] is the previous work of Sammy Hagar [DES] is the previous work of Friends	 [TRP] ?e1 previous work Sammy Hagar (album)
0	2797	2797	 [BLK]  [DES] Hirokazu Tanaka [DES] is played on virtual Console	 [TRP] ?e1 developer Virtual Console
0	2798	2798	 [BLK]  [DES] is the ethnicity of #entity1 [BLK]  [DES] the people working for the Philippines house of representatives	 [TRP] ?e1 citizenship Philippines [TRP] ?e0 ethnicity ?e1
1	2799	2799	 [BLK]  [DES] sportsmen [DES] started their careers with Homestead Grays	 [TRP] ?e1 debut team Homestead Grays
0	2800	2800	 [BLK]  [DES] musical [DES] lyrics are written by Sheldon Harnick	 [TRP] ?e1 writer Sheldon Harnick
0	2801	2801	 [BLK]  [DES] the places [DES] alumini of Edinburgh university have died	 [TRP] ?e0 Location Edinburgh University RFC
0	2802	2802	 [BLK]  [DES] the president [DES] when Loretta Ucelli used to work for Democratic party	 [TRP] ?e0 party Loretta Ucelli
0	2803	2803	 [BLK]  [DES] go through #entity1 [DES] railway lines [BLK]  [DES] the station [DES] maintained by Public transport authority of western australia	 [TRP] ?e1 region Western Australia [TRP] ?e0 region ?e1
0	2804	2804	 [BLK]  [DES] is the highschool of #entity1 [BLK]  [DES] the american football player [DES] joined the Robert Morris Colonials program	 [TRP] ?e1 order Robert Morris (politician) [TRP] ?e0 country ?e1
0	2805	2805	 [BLK]  [DES] the military unit [DES] Ronald Wilson served	 [TRP] ?e1 battle Ronald Wilson
0	2806	2806	 [BLK]  [DES] the awards [DES] won by #entity1 [BLK]  [DES] the fashion designer [DES] have been recognized by Tennessee State Museum	 [TRP] ?e1 award Tennessee State Museum [TRP] ?e1 type fashion designer [TRP] ?e0 awards ?e1
1	2807	2807	 [BLK]  [DES] the first one to ascend a mountain in the Cathedral range	 [TRP] ?e1 mountain range Cathedral Range
1	2808	2808	 [BLK]  [DES] collaborated with Johnny Cash [DES] collaborated with Kris Kristofferson	 [TRP] ?e0 associated band Johnny Cash [TRP] ?e0 associated band Kris Kristofferson
1	2809	2809	 [BLK]  [DES] is the club of Perianne Jones	 [TRP] ?e0 club Perianne Jones
0	2810	2810	 [BLK]  [DES] games [DES] can I find for PC 9800	 [TRP] ?e0 discontinued HP 9800 series
1	2811	2811	 [BLK]  [DES] planet [DES] was discovered by Johann Gottfired [DES] was discovered by Urbain Le Verrier	 [TRP] ?e0 discoverer Urbain Le Verrier
0	2812	2812	 [BLK]  [DES] Episodes [DES] whose #entity3 Mama [BLK]  [DES] music [DES] done by Mama	 [TRP] ?e3 Artist Mama Say [TRP] ?e2 associated musical artist ?e3
0	2813	2813	 [BLK]  [DES] an organization [DES] kickstarted in New York	 [TRP] ?e2 city  New York
1	2814	2814	 [BLK]  [DES] things [DES] ARM Architecture acts as a game platform for	 [TRP] ?e0 computing platform ARM architecture
0	2815	2815	 [BLK]  [DES] utopian [DES] are there [DES] dystopian fiction books	 [TRP] ?e0 occupation Utopian socialism
1	2816	2816	 [BLK]  [DES] county [DES] are in #entity1 [DES] seats [BLK]  [DES] the district [DES] I can find the Hylebos Creek	 [TRP] ?e1 district Hylebos Creek [TRP] ?e0 county ?e1
0	2817	2817	 [BLK]  [DES] office holder [DES] is Alta Mesa Memorial park [DES] has adrian A Basora as successor	 [TRP] ?e0 active years start year Adrian Grady
1	2818	2818	 [BLK]  [DES] counties [DES] does the road go #entity1 [BLK]  [DES] starts at the Port Klang	 [TRP] ?e1 start Port Klang Line [TRP] ?e0 address ?e1
0	2819	2819	 [BLK]  [DES] has produced #entity1 [BLK]  [DES] movies [DES] have a James Horner score	 [TRP] ?e1 composer James Horner [TRP] ?e0 producer ?e1
0	2820	2820	 [BLK]  [DES] the tournament [DES] won by Alabama Crimson Tides in 2015	 [TRP] ?e1 country Crimson Tide (film)
0	2821	2821	 [BLK]  [DES] go through #entity1 [DES] railway lines [BLK]  [DES] the station [DES] maintained by Public transport authority of western australia	 [TRP] ?e1 territory Western Australia [TRP] ?e0 country ?e1
0	2822	2822	 [BLK]  [DES] cities [DES] built by the Roman emperor Charles 5	 [TRP] ?e1 title Roman emperor
0	2823	2823	 [BLK]  [DES] the work of The Apple tree	 [TRP] ?e1 book The Apple Tree
1	2824	2824	 [BLK]  [DES] office [DES] is Colony of Virginia [DES] was [DES] has a wife named Dolley Madison	 [TRP] ?e0 spouse Dolley Madison
0	2825	2825	 [BLK]  [DES] shows [DES] is Russell Davies known for	 [TRP] ?e0 presenter Russell Davies
1	2826	2826	 [BLK]  [DES] airlines [DES] whose hub airport is Los Angeles International Airport [DES] 	 [TRP] ?e0 hub airport Los Angeles International Airport [TRP] ?e0 type airline
0	2827	2827	 [BLK]  [DES] the book [DES] lead to Sagan's Cosmos , about	 [TRP] ?e0 non-fiction subject Cosmos
1	2828	2828	 [BLK]  [DES] narrated #entity1 [BLK]  [DES] the albums [DES] Harry Nilsson performed	 [TRP] ?e1 Artist Harry Nilsson [TRP] ?e1 type album [TRP] ?e0 narrated ?e1
0	2829	2829	 [BLK]  [DES] are there of #entity1 [DES] honorary title [BLK]  [DES] the scientists [DES] has Australian of the Year award	 [TRP] ?e1 region Australians [TRP] ?e0 region ?e1
1	2830	2830	 [BLK]  [DES] michelangelo [DES] the painter of The Persian Boy	 [TRP] <http://dbpedia.org/resource/Michelangelo> illustrator The Persian Boy
1	2831	2831	 [BLK]  [DES] currency of Republic of Montenegro [DES] the currency of the French Southern [DES] is also the currency of Antarctic Lands	 [TRP] ?e0 currency Republic of Montenegro (1992–2006) [TRP] ?e0 currency French Southern and Antarctic Lands [TRP] ?e0 currency French Southern and Antarctic Lands
0	2832	2832	 [BLK]  [DES] were #entity1 born [DES] started their careers with Homestead Grays [BLK]  [DES] sportsmen [DES] started their careers with Homestead Grays	 [TRP] ?e1 city  Homestead Grays [TRP] ?e0 birth place ?e1
