score	id1	id2	blockString	subQuery
0	1608	1608	Which [BLK]  [DES] TV Show [DES] came after The Ultimate Fighter : Brazil 2	UNKNOWN  [TRP] ?e1 show name The Ultimate Fighter: Brazil 2
0	1609	1609	How [BLK]  [DES] people [DES] work in the Massachusetts house of Representatives	COUNT  [TRP] ?e0 occupation P. J. Kennedy
0	1610	1610	How [BLK]  [DES] destinations [DES] are covered by #entity1Which [BLK]  [DES] airlines [DES] also serves Europe	COUNT  [TRP] ?e1 region served Europe [TRP] ?e0 key person ?e1
0	1611	1611	Who [BLK]  [DES] is the founder of Hohenau , Paraguay	COMMON  [TRP] ?e0 region Paraguay
0	1612	1612	Which [BLK]  [DES] the show related to #entity1Which [BLK]  [DES] was followed by Doctor [DES] Extra	COMMON  [TRP] ?e1 fields Duncan MacDougall (doctor) [TRP] ?e0 subject ?e1
1	1613	1613	Which [BLK]  [DES] Tony Allen (musician) is Victor Entertainment [DES] label is Victor Entertainment	UNKNOWN  [TRP] ?e1 label Victor Entertainment [TRP] ?e1 associated musical artist Tony Allen (musician)
0	1614	1614	Who [BLK]  [DES] has given guest appearances on #entity1Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	COMMON  [TRP] ?e3 musical artist Mama Say [TRP] ?e2 home town ?e3 [TRP] ?e1 occupation ?e2 [TRP] ?e0 award ?e1
0	1615	1615	Which [BLK]  [DES] the wrestlers [DES] are billed in Wisconsin	UNKNOWN  [TRP] ?e1 capital Wisconsin
0	1616	1616	Which [BLK]  [DES] the car [DES] was a new version of Daewoo's Tico	UNKNOWN  [TRP] ?e1 owning company Daewoo
0	1617	1617	Which [BLK]  [DES] the books [DES] whose author's were born in Alcal de Henares	COUNT  [TRP] ?e0 major shrine Alcalá de Henares
0	1618	1618	Which [BLK]  [DES] the most important creation [DES] involved Neil Cross [DES] Russel Davies	UNKNOWN  [TRP] ?e1 creator Neil Cross
1	1619	1619	Which [BLK]  [DES] the unit [DES] whose garrison is Canberra	UNKNOWN  [TRP] ?e1 garrison Canberra
0	1620	1620	Which [BLK]  [DES] the people [DES] fought in Operation Barbarossa	UNKNOWN  [TRP] ?e1 place of military conflict Operation Barbarossa
0	1621	1621	Which [BLK]  [DES] the the person [DES] made the Novelas ejemplares	UNKNOWN  [TRP] ?e1 name Novelas ejemplares
0	1622	1622	Which [BLK]  [DES] down [DES] all the bands [DES] the writers of 03 Bonnie & Clyde are associated	COMMON  [TRP] ?e0 musical band '03 Bonnie & Clyde
1	1623	1623	Which [BLK]  [DES] is the region of Tom Perriello	COMMON  [TRP] ?e0 region Tom Perriello
0	1624	1624	Which [BLK]  [DES] cities [DES] are around the valley bordering Lake Mead	COMMON  [TRP] ?e0 city  Lake Mead
1	1625	1625	Which [BLK]  [DES] baseball team [DES] is managed by Bruce Bochy	COMMON  [TRP] ?e0 manager Bruce Bochy [TRP] ?e0 type baseball team
0	1626	1626	Which [BLK]  [DES] party [DES] Iqbal Singh [DES] B Shiva Rao currently belong to	COMMON  [TRP] ?e0 residence B. Shiva Rao
0	1627	1627	Which [BLK]  [DES] medals have been given to people who died of lung cancer	COMMON  [TRP] ?e0 publisher Lung Cancer (journal)
0	1628	1628	Which [BLK]  [DES] settlement [DES] does Elliot Bay belong to	COMMON  [TRP] ?e0 place of birth Elliot Kear
0	1629	1629	Which [BLK]  [DES] owning company is Chris-Craft Industries	UNKNOWN  [TRP] ?e1 parent Chris-Craft Industries
0	1630	1630	How [BLK]  [DES] services [DES] does #entity1 provideWhich [BLK]  [DES] the company [DES] made Onedrive	COUNT  [TRP] ?e1 developer OneDrive Groups [TRP] ?e0 services ?e1
0	1631	1631	Which [BLK]  [DES] is the deathplace of #entity1Which [BLK]  [DES] people [DES] have worked in Ethics	COMMON  [TRP] ?e1 subject Ethics [TRP] ?e0 death place ?e1
0	1632	1632	Who [BLK]  [DES] were fighting #entity1Which [BLK]  [DES] the war [DES] the QF Hotchkiss was used	COMMON  [TRP] ?e1 death place Harley Hotchkiss [TRP] ?e0 fighting out of ?e1
0	1633	1633	Which [BLK]  [DES] is manufactured by #entity1Which [BLK]  [DES] a company [DES] founded by Akio Morita	COMMON  [TRP] ?e1 company Akio Morita [TRP] ?e0 product ?e1
0	1634	1634	Which [BLK]  [DES] some organizations [DES] working for Environmentalism	COMMON  [TRP] ?e0 occupation Environmentalism
1	1635	1635	Which [BLK]  [DES] major shrine of Tekle haymanot [DES] is the place of death of Haile Selassie Gugsa	COMMON  [TRP] ?e0 major shrine Tekle Haymanot [TRP] ?e0 PLACE OF DEATH Haile Selassie Gugsa
0	1636	1636	Which [BLK]  [DES] the people [DES] beatified by Pope Pius X	UNKNOWN  [TRP] ?e1 beatified by Pope Pius XI
1	1637	1637	Which [BLK]  [DES] discipline [DES] was The Chess Monthly about	COMMON  [TRP] ?e0 academic discipline The Chess Monthly
1	1638	1638	Which [BLK]  [DES] the country [DES] whose leader name is Grard Larcher	COMMON  [TRP] ?e0 leader Gérard Larcher
0	1639	1639	Which [BLK]  [DES] people [DES] were born in sweden	UNKNOWN  [TRP] ?e1 birthplace Sweden
1	1640	1640	Which [BLK]  [DES] statesman [DES] is married to Dolley Madison	COMMON  [TRP] ?e0 spouse Dolley Madison
1	1641	1641	Which [BLK]  [DES] the soccer clubs [DES] whose chairman is Joan Laporta	COMMON  [TRP] ?e0 chairman Joan Laporta [TRP] ?e0 type soccer club
1	1642	1642	Which [BLK]  [DES] religion [DES] is practiced by Hirunika Premachandra [DES] is practiced by many others south asians in Hong Kong	COMMON  [TRP] ?e0 religion Hirunika Premachandra [TRP] ?e0 religion South Asians in Hong Kong
1	1643	1643	Which [BLK]  [DES] are other famous works of #entity1Which [BLK]  [DES] the writer [DES] created the Sarah Jane Adventures	COMMON  [TRP] ?e1 creator (agent) The Sarah Jane Adventures [TRP] ?e1 type writer [TRP] ?e0 notableworks ?e1
0	1644	1644	Which [BLK]  [DES] lines [DES] owned by owner of Mwtro-Noth Railroad	COUNT  [TRP] ?e0 Location Nothing Records
0	1645	1645	Which [BLK]  [DES] the rivers originating from an English speaking nation	COMMON  [TRP] ?e0 headquarter English-Speaking Union
0	1646	1646	Which [BLK]  [DES] some TV shows #entity1Which [BLK]  [DES] whose theme is #entity2 with BucketheadWhich [BLK]  [DES] a band [DES] associated with Buckethead	COMMON  [TRP] ?e2 associated acts Buckethead [TRP] ?e1 theme music composer ?e2 [TRP] ?e0 show name ?e1
0	1647	1647	Which [BLK]  [DES] a composer [DES] worked for the Creatures	UNKNOWN  [TRP] ?e0 key people Creatures (company)
0	1648	1648	Which [BLK]  [DES] some dishes made with flowering plants	COMMON  [TRP] ?e0 number of pages Flowering Plants: Evolution Above the Species Level
0	1649	1649	Which [BLK]  [DES] were edited by Ishir Honda [DES] motion picture stories	COMMON  [TRP] ?e0 key person Honda Racing Corporation
0	1650	1650	Which [BLK]  [DES] the places [DES] alumini of Edinburgh university have died	COUNT  [TRP] ?e0 Location Edinburgh University RFC [TRP] ?e0 type place
0	1651	1651	Where [BLK]  [DES] are #entity1 and Thomas Franois BurgersWhich [BLK]  [DES] the burial grounds of Willem Cornelis Janse van Rensburg	COMMON  [TRP] ?e1 birth place Willem Cornelis Janse van Rensburg [TRP] ?e0 order ?e1
0	1652	1652	Which [BLK]  [DES] football teams [DES] Matt Snorton played	UNKNOWN  [TRP] ?e1 position Matt Snorton
1	1653	1653	Which [BLK]  [DES] the parents of Charles Phelps Taft II	UNKNOWN  [TRP] ?e1 parents Charles Phelps Taft II
0	1654	1654	How [BLK]  [DES] members [DES] are there of #entity1Which [BLK]  [DES] the order of Bacillales	COUNT  [TRP] ?e1 order (taxonomy) Bacillales [TRP] ?e0 known for ?e1
0	1655	1655	Which [BLK]  [DES] are some people working for the New York Post	COMMON  [TRP] ?e0 occupation New York Post
1	1656	1656	Which [BLK]  [DES] the son of Gustavo Rojas Pinilla	UNKNOWN  [TRP] ?e1 child Gustavo Rojas Pinilla
0	1657	1657	Which [BLK]  [DES] the airlines [DES] whose flights go to the Mediterranean sea	UNKNOWN  [TRP] ?e1 place of military conflict Mediterranean Sea
0	1658	1658	Which [BLK]  [DES] Project [DES] had a doctoral student named Charles Ellis	UNKNOWN  [TRP] ?e1 name Charles Ellis Lloyd
0	1659	1659	Which [BLK]  [DES] the developers of the Oddworld series	COMMON  [TRP] ?e0 developer Oddworld Inhabitants
0	1660	1660	Who [BLK]  [DES] has given guest appearances on #entity1Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	COMMON  [TRP] ?e3 Artist Mama Say [TRP] ?e2 associated musical artist ?e3 [TRP] ?e1 musical artist ?e2 [TRP] ?e0 award ?e1
1	1661	1661	Is [BLK]  [DES] Kevin Jonas [DES] a part of Jonas brothers	JUDGE  [TRP] Kevin Jonas former band member Jonas Brothers
0	1662	1662	Which [BLK]  [DES] bridges [DES] located in California [DES] 	COUNT  [TRP] ?e0 location city California
1	1663	1663	Which [BLK]  [DES] the WRVU [DES] has #entity2Which [BLK]  [DES] the affiliation of Monroe Carell Jr	UNKNOWN  [TRP] ?e1 affiliation Monroe Carell Jr. Children's Hospital at Vanderbilt
1	1664	1664	Which [BLK]  [DES] the ones buried in the tower of London	UNKNOWN  [TRP] ?e1 resting place Tower of London
0	1665	1665	Which [BLK]  [DES] deputy [DES] is Neil Brown	COMMON  [TRP] ?e0 beganskating Neil Brown (figure skater)
0	1666	1666	Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	UNKNOWN  [TRP] ?e3 Artist Mama Say [TRP] ?e2 home town ?e3 [TRP] ?e1 occupation ?e2
1	1667	1667	Which [BLK]  [DES] the public transit system [DES] is the section of Red Ahead	UNKNOWN  [TRP] ?e1 operated by Red Ahead
0	1668	1668	Which [BLK]  [DES] the other members of the team [DES] Jason Hayne currently plays	COMMON  [TRP] ?e0 name Simon Haynes
0	1669	1669	Where [BLK]  [DES] Henri , Duke of Rohan [DES] laid to rest	COMMON  [TRP] ?e0 country Laid to Rest (film)
0	1670	1670	Which [BLK]  [DES] the uni	COMMON  [TRP] ?e0 t Uni Air
0	1671	1671	Which [BLK]  [DES] the person [DES] produced Queer as Folk	UNKNOWN  [TRP] ?e1 region Queer as Folk (season 4)
0	1672	1672	Which [BLK]  [DES] Name #entity1 [DES] is Alta Mesa Memorial Park [DES] Which [BLK]  [DES] the office holder [DES] #entity2 placeWhich [BLK]  [DES] a child [DES] named Lori Black [DES] resting place	COMMON  [TRP] ?e2 child Lori Black [TRP] ?e1 birth place ?e2 [TRP] ?e0 name ?e1
0	1673	1673	How [BLK]  [DES] have involved commanders of 1st Free French Division [DES] battles	COUNT  [TRP] ?e0 notable commander 1st Free French Division
0	1674	1674	Which [BLK]  [DES] the sides of mediterranean sea	UNKNOWN  [TRP] ?e1 region Mediterranean Sea
0	1675	1675	Which [BLK]  [DES] place of birth of the Union State [DES] the largest city of Union Staete [DES] 	COMMON  [TRP] ?e0 city Union, Kentucky
1	1676	1676	Which [BLK]  [DES] US states [DES] does #entity1 belongWhich [BLK]  [DES] roads [DES] meet at the East Whiteland Township in Pennsylvania	COMMON  [TRP] ?e1 mouth mountain Pennsylvania [TRP] ?e0 state ?e1
1	1677	1677	Who [BLK]  [DES] are the major stockholders of #entity1Which [BLK]  [DES] the bank [DES] is the company of Bloomberg Markets	COMMON  [TRP] ?e1 company Bloomberg Markets [TRP] ?e1 type bank [TRP] ?e0 key person ?e1
0	1678	1678	Which [BLK]  [DES] is #entity1 Tang Hin Memorial Secondary SchoolWhich [BLK]  [DES] the religious affiliation of Hong Kong Taoist Association	COMMON  [TRP] ?e1 free text Hong Kong Taoist Association [TRP] ?e0 location ?e1
0	1679	1679	Who [BLK]  [DES] born [DES] bred in Buckinghamshire	COMMON  [TRP] ?e0 recorded in Buckinghamshire
1	1680	1680	Which [BLK]  [DES] go through #entity1 [DES] railway linesWhich [BLK]  [DES] the stations [DES] maintained by Western Australian Public Transport Authority	COMMON  [TRP] ?e1 owner Public Transport Authority (Western Australia) [TRP] ?e0 serving railway line ?e1
0	1681	1681	How [BLK]  [DES] serve the Australian region [DES] companies	COUNT  [TRP] ?e0 formed 2015–16 Australian region cyclone season
0	1682	1682	Which [BLK]  [DES] the state of #entity1Which [BLK]  [DES] universities [DES] nation is United States	COMMON  [TRP] ?e1 institution United States [TRP] ?e0 institution ?e1
1	1683	1683	Which [BLK]  [DES] is the award presented by Downtown Athletic Club [DES] is the award presented by Yale Club NYCity	COMMON  [TRP] ?e0 presenter Downtown Athletic Club
0	1684	1684	Which [BLK]  [DES] start at the Brower's Spring [DES] rivers	COMMON  [TRP] ?e0 producer The Spring
0	1685	1685	Who [BLK]  [DES] play for #entity1Which [BLK]  [DES] the teams [DES] performing in the united center	COMMON  [TRP] ?e1 arena United Center [TRP] ?e0 Team Name  ?e1
0	1686	1686	Which [BLK]  [DES] a youth club [DES] managed by Luis Enrique	UNKNOWN  [TRP] ?e1 managerclubs Luis Enrique (footballer)
0	1687	1687	Which [BLK]  [DES] places [DES] Starwood operates in	COMMON  [TRP] ?e0 location Starwood Amphitheatre [TRP] ?e0 type place
1	1688	1688	Which [BLK]  [DES] are the important buildings of #entity1Which [BLK]  [DES] the architect [DES] whose one of the significant building is Krasnye Vorota	COMMON  [TRP] ?e1 significant building Krasnye Vorota (Moscow Metro) [TRP] ?e1 type architect [TRP] ?e0 significant building ?e1
0	1689	1689	Which [BLK]  [DES] the former team of #entity1Which [BLK]  [DES] the american football players [DES] born in Pennsylvania	COMMON  [TRP] ?e1 birth place Pennsylvania [TRP] ?e0 Team ?e1
0	1690	1690	Which [BLK]  [DES] the pupils of Laureano Ibarra	UNKNOWN  [TRP] ?e1 retired Laureano Ibarra
1	1691	1691	Which [BLK]  [DES] military conflict [DES] Colin Powell was the commander of	COMMON  [TRP] ?e0 commander Colin Powell [TRP] ?e0 type military conflict
0	1692	1692	Which [BLK]  [DES] a borough [DES] called tendring	UNKNOWN  [TRP] ?e1 Location Tendring
0	1693	1693	Which [BLK]  [DES] the rivers [DES] originate from within Pittsburg	COMMON  [TRP] ?e0 coordinates type Pittsburg, Texas
0	1694	1694	Which [BLK]  [DES] train [DES] operates in Budapest	UNKNOWN  [TRP] ?e1 area Budapest
0	1695	1695	How [BLK]  [DES] have come in power in #entity1 [DES] partiesWhich [BLK]  [DES] elections [DES] Y. S. Rajasekhara Reddy won	COUNT  [TRP] ?e1 relation Y. S. Rajasekhara Reddy [TRP] ?e0 party ?e1
0	1696	1696	Which [BLK]  [DES] teams [DES] played their first game for the Yankees	UNKNOWN  [TRP] ?e1 language Yankee (album)
1	1697	1697	Which [BLK]  [DES] the successor of Kaulahea I	UNKNOWN  [TRP] ?e1 successor Kaulahea I
0	1698	1698	Which [BLK]  [DES] were robert sarvis [DES] JAck Ryan nominated for	COMMON  [TRP] ?e0 occupation Jack Ryan (designer)
0	1699	1699	Which [BLK]  [DES] the companies [DES] whose services is Web hosting service	UNKNOWN  [TRP] ?e1 service Web hosting service
0	1700	1700	Which [BLK]  [DES] lines [DES] owned by owner of Mwtro-Noth Railroad	COUNT  [TRP] ?e0 country Nothing Records
1	1701	1701	Which [BLK]  [DES] the college of hubert Wiggs [DES] is the common university iof vanderbilt Commodores	COMMON  [TRP] ?e0 college Hubert Wiggs [TRP] ?e0 university Vanderbilt Commodores
1	1702	1702	Which [BLK]  [DES] the league of National Basketball Association	UNKNOWN  [TRP] ?e1 league National Basketball Association
1	1703	1703	Which [BLK]  [DES] is the place of birth of Lauren Briggs	COMMON  [TRP] ?e0 place of birth Lauren Briggs
0	1704	1704	Which [BLK]  [DES] were the major actions taken by #entity1Which [BLK]  [DES] the politicians [DES] living in Gales Ferry , Connecticut	COMMON  [TRP] ?e1 residence Connecticut [TRP] ?e1 type politician [TRP] ?e0 battle ?e1
1	1705	1705	Which [BLK]  [DES] is the birth place of #entity1Which [BLK]  [DES] music artists [DES] were associated with Albert Ayler	COMMON  [TRP] ?e1 Artist My Name Is Albert Ayler [TRP] ?e0 birth place ?e1
1	1706	1706	Which [BLK]  [DES] the commander of Battle of the Thames	COMMON  [TRP] ?e0 commander Battle of the Thames
0	1707	1707	Which [BLK]  [DES] the television shows [DES] whose distributor is a division of Warner Bros. International TV	COMMON  [TRP] ?e0 distributing company Warner Bros.
0	1708	1708	Which [BLK]  [DES] the basketball player [DES] lives in Ashton Historic district	UNKNOWN  [TRP] ?e1 Location Ashton Historic District
1	1709	1709	Which [BLK]  [DES] governess [DES] born in Magnolia Plantation gardens	UNKNOWN  [TRP] ?e1 birth place Magnolia Plantation and Gardens (Charleston, South Carolina)
1	1710	1710	Who [BLK]  [DES] appointed #entity1Which [BLK]  [DES] the governor [DES] Richard Winn works	COMMON  [TRP] ?e1 governor Richard Winn [TRP] ?e0 appointer ?e1
1	1711	1711	Who [BLK]  [DES] are the former partners of #entity1Which [BLK]  [DES] the figure skaters [DES] whose performance have been choreographed by Catarina Lindgren in the past	COMMON  [TRP] ?e1 former choreographer Catarina Lindgren [TRP] ?e0 former partner ?e1
0	1712	1712	Which [BLK]  [DES] all tv [DES] shows #entity1Which [BLK]  [DES] are based in boston [DES] are based in massachusetts	COMMON  [TRP] ?e1 city  Boston [TRP] ?e1 city Massachusetts [TRP] ?e0 high school ?e1
1	1713	1713	Which [BLK]  [DES] the subsidary of #entity1Which [BLK]  [DES] Tandem Computers [DES] was founded by Jim Harris	COMMON  [TRP] ?e1 founded by Jim Harris (entrepreneur) [TRP] ?e0 subsidiary ?e1
0	1714	1714	How [BLK]  [DES] groups [DES] have fought in #entity1Which [BLK]  [DES] wars [DES] Richard Taylor fought too	COUNT  [TRP] ?e1 battle Richard Taylor (colonel) [TRP] ?e0 battle ?e1
0	1715	1715	Where [BLK]  [DES] do employees of Deroit Red Wings live	COMMON  [TRP] ?e0 Home Detroit Red Wings
1	1716	1716	Which [BLK]  [DES] religion [DES] did the president follow #entity1Which [BLK]  [DES] was served by Kang Young-hoon	COMMON  [TRP] ?e1 president Kang Young-hoon [TRP] ?e0 religion ?e1
0	1717	1717	How [BLK]  [DES] things [DES] Foxconn makes	COUNT  [TRP] ?e0 key person Foxconn
1	1718	1718	Which [BLK]  [DES] everyone [DES] was #entity1 Marine Aircraft Group 13Which [BLK]  [DES] the military unit [DES] is structured like the Marine Aircraft Group 13	COUNT  [TRP] ?e1 military unit Marine Aircraft Group 13 [TRP] ?e0 military unit ?e1
1	1719	1719	Which [BLK]  [DES] the writer of South Park : The Stick of Truth	COMMON  [TRP] ?e0 writer South Park: The Stick of Truth
1	1720	1720	Which [BLK]  [DES] whose successor was James belford	UNKNOWN  [TRP] ?e1 successor James B. Belford
0	1721	1721	Who [BLK]  [DES] produces #entity1Which [BLK]  [DES] the trains [DES] operated by the MTR	COMMON  [TRP] ?e1 operated by MTR [TRP] ?e0 routes ?e1
0	1722	1722	Which [BLK]  [DES] the ones assembled at Toluca	UNKNOWN  [TRP] ?e1 leader name Toluca
1	1723	1723	Which [BLK]  [DES] are Monrow Carell Jr Children Hospital affiliated with [DES] Vanderbilt University Medical Center affiliated with	COMMON  [TRP] ?e0 affiliation Vanderbilt University Medical Center [TRP] ?e0 affiliation Monroe Carell Jr. Children's Hospital at Vanderbilt
0	1724	1724	Which [BLK]  [DES] company [DES] produced #entity1Which [BLK]  [DES] the car [DES] was a new version of Daewoo's Tico	COMMON  [TRP] ?e1 location Daewoo Bus [TRP] ?e0 productions ?e1
0	1725	1725	Which [BLK]  [DES] city [DES] has its landmark as Cheasty Boulevard South	COMMON  [TRP] ?e0 building start date Cheasty Boulevard South
0	1726	1726	Which [BLK]  [DES] someone [DES] was died by hanging	UNKNOWN  [TRP] ?e1 death place Hanging
1	1727	1727	Which [BLK]  [DES] band [DES] has Joe Hahn [DES] has Chester Bennington	COMMON  [TRP] ?e0 associated band Joe Hahn [TRP] ?e0 current members Chester Bennington [TRP] ?e0 type Band
0	1728	1728	How [BLK]  [DES] cities [DES] does #entity1 goWhich [BLK]  [DES] the river [DES] flowing into Arkansas	COUNT  [TRP] ?e1 mouth mountain Arkansas [TRP] ?e1 type river [TRP] ?e0 mouth mountain ?e1
1	1729	1729	Which [BLK]  [DES] builder of Edwin Andrews Air Base isalso place of birth of the Akinoumi Setsuo [DES] 	COMMON  [TRP] ?e0 place of birth Akinoumi Setsuo
1	1730	1730	Where [BLK]  [DES] is the main ground of #entity1Which [BLK]  [DES] soccer seasons [DES] whose chairman is Ronaldo	COMMON  [TRP] ?e1 chairman Ronaldo [TRP] ?e0 ground ?e1
1	1731	1731	Is [BLK]  [DES] Apollo 11 [DES] a mission of Niel Armstrong	JUDGE  [TRP] Apollo 11 mission Neil Armstrong
0	1732	1732	Which [BLK]  [DES] is the place of #entity1Which [BLK]  [DES] birth of #entity2Which [BLK]  [DES] the badminton player [DES] #entity3 doublesWhich [BLK]  [DES] the bronze medalist of Badminton at the 2012 Summer [DES] Olympics Women's doubles	COMMON  [TRP] ?e3 athletics Badminton [TRP] ?e2 county ?e3 [TRP] ?e1 place of birth ?e2 [TRP] ?e0 place of birth ?e1
0	1733	1733	How [BLK]  [DES] other characters [DES] are there of #entity1Which [BLK]  [DES] the plays [DES] has #entity2Which [BLK]  [DES] a characters [DES] name Joker(comics)	COUNT  [TRP] ?e1 names Joker (wrestler) [TRP] ?e0 producer ?e1
1	1734	1734	Which [BLK]  [DES] mountain range [DES] Pointe d'Aveneyre belongs to	COMMON  [TRP] ?e0 range Pointe d'Aveneyre
1	1735	1735	Which [BLK]  [DES] nation [DES] Victor Gunasekara owe their allegiance [DES] Anuruddha Ratwatte owe their allegiance	COMMON  [TRP] ?e0 country Victor Gunasekara [TRP] ?e0 country Anuruddha Ratwatte
1	1736	1736	Which [BLK]  [DES] the artists [DES] have been in the band Framptons camel	COMMON  [TRP] ?e0 associated band Frampton's Camel
0	1737	1737	Which [BLK]  [DES] writer of A literary Nightmare [DES] also extended #entity1Which [BLK]  [DES] the work of The Apple tree	COMMON  [TRP] ?e1 productions The Apple Tree [TRP] ?e0 education ?e1
1	1738	1738	Which [BLK]  [DES] producer of Boeing F / A [DES] has Dennis Muilenburg as an important person	COMMON  [TRP] ?e0 key people Dennis Muilenburg
0	1739	1739	Which [BLK]  [DES] broadcast area [DES] does #entity1 airWhich [BLK]  [DES] the sister station of KFFG	COMMON  [TRP] ?e1 sister station KFFG [TRP] ?e0 broadcast area ?e1
0	1740	1740	Which [BLK]  [DES] movie [DES] produced by #entity1Which [BLK]  [DES] Michael Deeley [DES] was distributed by Warner Bros	COMMON  [TRP] ?e1 distributor Warner Bros. Records [TRP] ?e0 producer ?e1
0	1741	1741	Who [BLK]  [DES] the president [DES] people won #entity1 elections in 1790Which [BLK]  [DES] the United States House of Representatives	COMMON  [TRP] ?e0 President Bo Callaway
0	1742	1742	Which [BLK]  [DES] into [DES] the ionian flows	UNKNOWN  [TRP] ?e1 reference Ionian mode
1	1743	1743	Which [BLK]  [DES] the partner of Teriitaria II	UNKNOWN  [TRP] ?e1 spouse Teriitaria II
0	1744	1744	Which [BLK]  [DES] different people [DES] living in Canada	UNKNOWN  [TRP] ?e1 residence Canada
1	1745	1745	How [BLK]  [DES] cars [DES] can I find related to #entity1Which [BLK]  [DES] the cars [DES] have a V8 engine	COUNT  [TRP] ?e1 engine V8 engine [TRP] ?e0 related ?e1
1	1746	1746	Which [BLK]  [DES] is the largest city of #entity1Which [BLK]  [DES] the country [DES] have an assembly of Plymouth Savoy	COMMON  [TRP] ?e1 assembly Plymouth Savoy [TRP] ?e1 type country [TRP] ?e0 largest city ?e1
1	1747	1747	Who [BLK]  [DES] has authored #entity1Which [BLK]  [DES] books [DES] published by the Perkins school for the Blind	COMMON  [TRP] ?e1 publisher Perkins School for the Blind [TRP] ?e1 type book [TRP] ?e0 author ?e1
0	1748	1748	Which [BLK]  [DES] is the POD of #entity1Which [BLK]  [DES] the successor of Pmare I	COMMON  [TRP] ?e1 population date Ymare [TRP] ?e0 Location ?e1
1	1749	1749	Which [BLK]  [DES] the television show [DES] whose company is HBO [DES] whose company is Playtone	COMMON  [TRP] ?e0 company HBO [TRP] ?e0 company Playtone [TRP] ?e0 type television show
0	1750	1750	Which [BLK]  [DES] radio stations [DES] are Religious	UNKNOWN  [TRP] ?e0 field Religious art
1	1751	1751	Which [BLK]  [DES] mountain range [DES] Pointe d'Aveneyre belongs to	COMMON  [TRP] ?e0 mountain range Pointe d'Aveneyre [TRP] ?e0 type mountain range
0	1752	1752	Which [BLK]  [DES] sports [DES] is played in institutions in Bataan	COMMON  [TRP] ?e0 city Bataan
1	1753	1753	Where [BLK]  [DES] the cooper mountain vineyards located [DES] Mt. bachelor ski area located	COMMON  [TRP] ?e0 location Cooper Mountain Vineyards [TRP] ?e0 location Mount Bachelor ski area
0	1754	1754	Which [BLK]  [DES] airline [DES] one of the hub is Subang, Indonesia	UNKNOWN  [TRP] ?e1 is part of Subang, Indonesia
0	1755	1755	Who [BLK]  [DES] has given guest appearances on #entity1Which [BLK]  [DES] the TV [DES] #entity2 Makes 3Which [BLK]  [DES] Episodes [DES] whose #entity3 MamaWhich [BLK]  [DES] music [DES] done by Mama	COMMON  [TRP] ?e3 Artist Mama Say [TRP] ?e2 associated band ?e3 [TRP] ?e1 occupation ?e2 [TRP] ?e0 associated band ?e1
0	1756	1756	Which [BLK]  [DES] does #entity1 end onWhich [BLK]  [DES] river [DES] border we find in Bjelasnica	COMMON  [TRP] ?e1 located in area Bjelasnica [TRP] ?e0 river mouth ?e1
0	1757	1757	Which [BLK]  [DES] people [DES] living in British Columbia	UNKNOWN  [TRP] ?e1 hometown British Columbia
0	1758	1758	Who [BLK]  [DES] is the singer of #entity1Which [BLK]  [DES] the album [DES] has a song Me [DES] has My arrow	COMMON  [TRP] ?e1 album See Me (song) [TRP] ?e0 Artist ?e1
1	1759	1759	Which [BLK]  [DES] the constituency of Jonas Gahr Stre	COMMON  [TRP] ?e0 constituency Jonas Gahr Støre
1	1760	1760	Which [BLK]  [DES] Ricardo Alfonso Cerna [DES] Apostolic Vicariate of El Petn is located	UNKNOWN  [TRP] ?e1 country Apostolic Vicariate of El Petén
0	1761	1761	Who [BLK]  [DES] is the nominee of Jack Ryan	COMMON  [TRP] ?e0 province Jack Ryan (hurler)
1	1762	1762	Where [BLK]  [DES] did ed podolak go to high school	COMMON  [TRP] ?e0 high school Ed Podolak
0	1763	1763	Which [BLK]  [DES] the song [DES] is the previous work of He's a Liar	UNKNOWN  [TRP] ?e1 country Liar (novel)
1	1764	1764	Which [BLK]  [DES] is developed by GNOWSYS [DES] software [DES] is licensed by Frontaccounting	COMMON  [TRP] ?e0 developer GNOWSYS [TRP] ?e0 license Frontaccounting
0	1765	1765	Which [BLK]  [DES] the Journal of Cerebral Blood Flow & Metabolism	UNKNOWN  [TRP] ?e1 Cover Journal of Cerebral Blood Flow & Metabolism
0	1766	1766	Which [BLK]  [DES] sports [DES] is played at universities in Metro Manila	COMMON  [TRP] ?e0 city Metro Manila
1	1767	1767	Which [BLK]  [DES] down [DES] all the associcated musical artist of #entity1Which [BLK]  [DES] the artist of In a Word or 2	COMMON  [TRP] ?e1 Artist In a Word or 2 [TRP] ?e0 associated musical artist ?e1
1	1768	1768	Where [BLK]  [DES] did #entity1 dieWhich [BLK]  [DES] the designer of Monument to Salavat Yulaev	COMMON  [TRP] ?e1 designer Monument to Salavat Yulaev [TRP] ?e0 PLACE OF DEATH ?e1
